2.738612787525830303e-02 4.663119097618967146e+00 9.128709291752769017e-01
2.745849688774178524e-02 3.586402062551106162e+00 9.128709291752769017e-01
2.753105713843142024e-02 1.757557349499405897e+00 9.128709291752769017e-01
2.760380913268230263e-02 2.352547931722710484e+00 9.128709291752769017e-01
2.767675337718500730e-02 1.170966834246052413e+00 9.128709291752769017e-01
2.774989037996901386e-02 1.716927893552233186e+00 9.128709291752769017e-01
2.782322065040631828e-02 3.394449507813903644e-01 9.128709291752769017e-01
2.789674469921496480e-02 1.366307712706968491e+00 9.128709291752769017e-01
2.797046303846255355e-02 4.951581945929696693e-01 9.128709291752769017e-01
2.804437618156989040e-02 4.903514698987846976e-01 9.128709291752769017e-01
2.811848464331445988e-02 9.301522607061912806e-01 9.128709291752769017e-01
2.819278893983413053e-02 1.730613221077068331e-01 9.128709291752769017e-01
2.826728958863066257e-02 3.129942512365438967e-01 9.128709291752769017e-01
2.834198710857330564e-02 4.516546340226889611e-01 9.128709291752769017e-01
2.841688201990248686e-02 3.618365000841142765e-01 9.128709291752769017e-01
2.849197484423339477e-02 2.707090228865796089e-01 9.128709291752769017e-01
2.856726610455954593e-02 2.366349624157217391e-01 9.128709291752769017e-01
2.864275632525657700e-02 4.057729025118937960e-01 9.128709291752769017e-01
2.871844603208573155e-02 1.807622082575806588e-01 9.128709291752769017e-01
2.879433575219763480e-02 1.901420725790545774e-01 9.128709291752769017e-01
2.887042601413596088e-02 1.621264401644657571e-01 9.128709291752769017e-01
2.894671734784101322e-02 1.961617503512370631e-01 9.128709291752769017e-01
2.902321028465355141e-02 1.817310066434641158e-01 9.128709291752769017e-01
2.909990535731837163e-02 3.760987142473093403e-01 9.128709291752769017e-01
2.917680309998810576e-02 1.807883405214558981e-01 9.128709291752769017e-01
2.925390404822691276e-02 1.433142184646495898e-01 9.128709291752769017e-01
2.933120873901415640e-02 1.708200083741453490e-01 9.128709291752769017e-01
2.940871771074825627e-02 1.390318348234088619e-01 9.128709291752769017e-01
2.948643150325030646e-02 1.456493361075206494e-01 9.128709291752769017e-01
2.956435065776794741e-02 2.162597919202326469e-01 9.128709291752769017e-01
2.964247571697909561e-02 1.575435407362412998e-01 9.128709291752769017e-01
2.972080722499565938e-02 1.698385721602119203e-01 9.128709291752769017e-01
2.979934572736745932e-02 1.487754692459851424e-01 9.128709291752769017e-01
2.987809177108588857e-02 1.741114196557676796e-01 9.128709291752769017e-01
2.995704590458782984e-02 1.788203886761137729e-01 9.128709291752769017e-01
3.003620867775944406e-02 1.623200459467950552e-01 9.128709291752769017e-01
3.011558064193993467e-02 1.619018522826706774e-01 9.128709291752769017e-01
3.019516234992550979e-02 4.613917814571302234e-01 9.128709291752769017e-01
3.027495435597309797e-02 1.907218116283447285e-01 9.128709291752769017e-01
3.035495721580432418e-02 1.860754567617356192e-01 9.128709291752769017e-01
3.043517148660933661e-02 1.301699972813374073e-01 9.128709291752769017e-01
3.051559772705062651e-02 2.011962458962702482e-01 9.128709291752769017e-01
3.059623649726702851e-02 2.831035362574495506e-01 9.128709291752769017e-01
3.067708835887756474e-02 5.817752542282699224e-01 9.128709291752769017e-01
3.075815387498530978e-02 6.669734259617027261e-01 9.128709291752769017e-01
3.083943361018143606e-02 2.963579257867108296e-01 9.128709291752769017e-01
3.092092813054899553e-02 8.069988821517612987e-01 9.128709291752769017e-01
3.100263800366699282e-02 1.630709704055678388e-01 9.128709291752769017e-01
3.108456379861428837e-02 3.708326176060248169e-01 9.128709291752769017e-01
3.116670608597350151e-02 6.125842470368552117e-01 9.128709291752769017e-01
3.124906543783510793e-02 2.107241541265159612e-01 9.128709291752769017e-01
3.133164242780130115e-02 5.968429543384037306e-01 9.128709291752769017e-01
3.141443763099006914e-02 6.721452438929245154e-01 9.128709291752769017e-01
3.149745162403919801e-02 7.518416944307002581e-01 9.128709291752769017e-01
3.158068498511019950e-02 1.075408829667938493e+00 9.128709291752769017e-01
3.166413829389248119e-02 2.253611455977407640e+00 9.128709291752769017e-01
3.174781213160721843e-02 2.716865588565764877e+00 9.128709291752769017e-01
3.183170708101156626e-02 3.123811841891059871e+00 9.128709291752769017e-01
3.191582372640260068e-02 3.908087960583325859e+00 9.128709291752769017e-01
3.200016265362142648e-02 2.461473024724905034e+00 9.128709291752769017e-01
3.208472445005728507e-02 6.330965990402223298e+00 9.128709291752769017e-01
3.216950970465156517e-02 8.219031779927782111e+00 9.128709291752769017e-01
3.225451900790202164e-02 1.122195268262717960e+01 9.128709291752769017e-01
3.233975295186680005e-02 1.582988051565835974e+01 9.128709291752769017e-01
3.242521213016855836e-02 1.886221149524254415e+01 9.128709291752769017e-01
3.251089713799866499e-02 1.588149857759604799e+01 9.128709291752769017e-01
3.259680857212131355e-02 1.142755188795657517e+01 9.128709291752769017e-01
3.268294703087760988e-02 8.760646896628813352e+00 9.128709291752769017e-01
3.276931311418988108e-02 6.502084020025438171e+00 9.128709291752769017e-01
3.285590742356571392e-02 5.091477822474102410e+00 9.128709291752769017e-01
3.294273056210222234e-02 2.035038770841510747e+00 9.128709291752769017e-01
3.302978313449028008e-02 2.722713721944610477e+00 9.128709291752769017e-01
3.311706574701858002e-02 2.523065607576085334e+00 9.128709291752769017e-01
3.320457900757806807e-02 3.031562404237632125e-01 9.128709291752769017e-01
3.329232352566596775e-02 9.221442197423960208e-01 9.128709291752769017e-01
3.338029991239020722e-02 8.494745765076939792e-01 9.128709291752769017e-01
3.346850878047356870e-02 1.531595278941998650e+00 9.128709291752769017e-01
3.355695074425794205e-02 2.977631757686721725e-01 9.128709291752769017e-01
3.364562641970869628e-02 4.770957439344925000e-01 9.128709291752769017e-01
3.373453642441887057e-02 6.321661584989141103e-01 9.128709291752769017e-01
3.382368137761354587e-02 4.466004743638009589e-01 9.128709291752769017e-01
3.391306190015415389e-02 4.076173103877737125e-01 9.128709291752769017e-01
3.400267861454270985e-02 3.592992892275380656e-01 9.128709291752769017e-01
3.409253214492629497e-02 2.303587302906927314e-01 9.128709291752769017e-01
3.418262311710125456e-02 3.909591880838894085e-01 9.128709291752769017e-01
3.427295215851768051e-02 2.809496823568015667e-01 9.128709291752769017e-01
3.436351989828372727e-02 3.401861274003253333e-01 9.128709291752769017e-01
3.445432696716994869e-02 3.195819564737620855e-01 9.128709291752769017e-01
3.454537399761377359e-02 2.296501585563132664e-01 9.128709291752769017e-01
3.463666162372389806e-02 2.228234646464606616e-01 9.128709291752769017e-01
3.472819048128459457e-02 3.173273622243013570e-01 9.128709291752769017e-01
3.481996120776031239e-02 2.153023349165772982e-01 9.128709291752769017e-01
3.491197444229995200e-02 1.920073663091193261e-01 9.128709291752769017e-01
3.500423082574146555e-02 1.707766923067407794e-01 9.128709291752769017e-01
3.509673100061620060e-02 1.761848168389612557e-01 9.128709291752769017e-01
3.518947561115341044e-02 2.231805531808130072e-01 9.128709291752769017e-01
3.528246530328481290e-02 1.705772840706779592e-01 9.128709291752769017e-01
3.537570072464894105e-02 1.432374755124449783e-01 9.128709291752769017e-01
3.546918252459580617e-02 1.826596466352694847e-01 9.128709291752769017e-01
3.556291135419135940e-02 1.562278832341126855e-01 9.128709291752769017e-01
3.565688786622194656e-02 1.411788616012414899e-01 9.128709291752769017e-01
3.575111271519902656e-02 1.534802427524957769e-01 9.128709291752769017e-01
3.584558655736355681e-02 1.626741113866564392e-01 9.128709291752769017e-01
3.594031005069067697e-02 1.503280770420358237e-01 9.128709291752769017e-01
3.603528385489426777e-02 1.660812102316658323e-01 9.128709291752769017e-01
3.613050863143147523e-02 1.827192442336559586e-01 9.128709291752769017e-01
3.622598504350743598e-02 1.593596211250540573e-01 9.128709291752769017e-01
3.632171375607979452e-02 1.524120540023270465e-01 9.128709291752769017e-01
