2.738612787525830303e-02 5.506880643347221715e-01 5.477225575051661188e+00
2.745849688774178524e-02 5.727135023413458814e-01 5.477225575051661188e+00
2.753105713843142024e-02 5.018618287983415138e-01 5.477225575051661188e+00
2.760380913268230263e-02 5.225191625224100411e-01 5.477225575051661188e+00
2.767675337718500730e-02 4.243690653968339999e-01 5.477225575051661188e+00
2.774989037996901386e-02 4.126163527530860020e-01 5.477225575051661188e+00
2.782322065040631828e-02 3.665830586867905860e-01 5.477225575051661188e+00
2.789674469921496480e-02 3.510674860859314128e-01 5.477225575051661188e+00
2.797046303846255355e-02 3.187215698308946132e-01 5.477225575051661188e+00
2.804437618156989040e-02 2.979409804208982271e-01 5.477225575051661188e+00
2.811848464331445988e-02 2.780953263991371438e-01 5.477225575051661188e+00
2.819278893983413053e-02 2.661240353840921280e-01 5.477225575051661188e+00
2.826728958863066257e-02 2.543559773029165361e-01 5.477225575051661188e+00
2.834198710857330564e-02 2.307591455376096501e-01 5.477225575051661188e+00
2.841688201990248686e-02 2.216520289482394046e-01 5.477225575051661188e+00
2.849197484423339477e-02 2.206740216821727607e-01 5.477225575051661188e+00
2.856726610455954593e-02 2.151874659532579115e-01 5.477225575051661188e+00
2.864275632525657700e-02 2.071926270760423294e-01 5.477225575051661188e+00
2.871844603208573155e-02 1.792758208383908591e-01 5.477225575051661188e+00
2.879433575219763480e-02 1.915404974824774509e-01 5.477225575051661188e+00
2.887042601413596088e-02 1.959788936543881144e-01 5.477225575051661188e+00
2.894671734784101322e-02 1.715184400318164881e-01 5.477225575051661188e+00
2.902321028465355141e-02 1.702548275493839802e-01 5.477225575051661188e+00
2.909990535731837163e-02 1.706816240405900631e-01 5.477225575051661188e+00
2.917680309998810576e-02 3.357044924676210185e-01 5.477225575051661188e+00
2.925390404822691276e-02 1.756013323152158245e-01 5.477225575051661188e+00
2.933120873901415640e-02 1.777341582489871674e-01 5.477225575051661188e+00
2.940871771074825627e-02 1.762839734063903763e-01 5.477225575051661188e+00
2.948643150325030646e-02 1.736128046381777978e-01 5.477225575051661188e+00
2.956435065776794741e-02 1.778688074540540620e-01 5.477225575051661188e+00
2.964247571697909561e-02 1.782516173977262419e-01 5.477225575051661188e+00
2.972080722499565938e-02 1.967921037970877529e-01 5.477225575051661188e+00
2.979934572736745932e-02 1.846815406491180422e-01 5.477225575051661188e+00
2.987809177108588857e-02 1.778440451655430021e-01 5.477225575051661188e+00
2.995704590458782984e-02 1.927058082557402408e-01 5.477225575051661188e+00
3.003620867775944406e-02 1.986946208776498579e-01 5.477225575051661188e+00
3.011558064193993467e-02 2.053112132729897343e-01 5.477225575051661188e+00
3.019516234992550979e-02 2.124839641773286769e-01 5.477225575051661188e+00
3.027495435597309797e-02 2.201977300066105259e-01 5.477225575051661188e+00
3.035495721580432418e-02 2.486452747447221723e-01 5.477225575051661188e+00
3.043517148660933661e-02 2.210469774706406432e-01 5.477225575051661188e+00
3.051559772705062651e-02 2.332036968398457644e-01 5.477225575051661188e+00
3.059623649726702851e-02 2.462686674409350074e-01 5.477225575051661188e+00
3.067708835887756474e-02 2.616982097351015502e-01 5.477225575051661188e+00
3.075815387498530978e-02 2.848773635296184548e-01 5.477225575051661188e+00
3.083943361018143606e-02 3.086053554267259025e-01 5.477225575051661188e+00
